GeoFips,GeoName,LineCode,Description,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998
01000,Alabama,1400,      Administrative and support and waste management and remediation services,172894,167305,166784,157192,154435,146877,156244,158517,151952,145708,138533,128459,127214,122867,122894,117217,110124
01000,Alabama,1500,      Educational services,41454,40289,38579,38359,38122,36999,35446,34180,32899,30667,29442,27815,26123,24694,24545,23671,22843
01000,Alabama,1600,      Health care and social assistance,236470,234372,232619,231422,226475,222350,222819,218933,210766,203281,196674,192675,187135,179460,180086,176104,175684
01000,Alabama,1700,"      Arts, entertainment, and recreation",34720,34062,33915,33671,32977,34072,33845,33110,31607,30334,28676,26957,27087,26510,26479,26023,24557
01000,Alabama,1800,      Accommodation and food services,180300,175625,170450,166559,162773,164274,168626,167814,163664,158350,153879,149708,145647,(D),140039,139895,135564
01000,Alabama,1900,      Other services (except public administration),173409,169397,170235,170422,159897,160978,163769,164581,160486,159159,156665,153008,152177,147254,143913,146367,141146
01000,Alabama,2000,    Government and government enterprises,399801,400934,403496,408069,413236,411582,410965,410330,406289,401554,400832,395108,392021,386379,385790,386201,384900
01000,Alabama,2001,"      Federal, civilian",53539,54671,56123,57595,58484,54144,52590,52029,51803,51603,51125,50505,51144,50104,52939,52340,53169
01000,Alabama,2002,      Military,30107,30557,31064,32704,32751,33131,32112,36262,36996,36853,39604,36586,37256,37853,38136,39858,42048
01000,Alabama,2010,      State and local,316155,315706,316309,317770,322001,324307,326263,322039,317490,313098,310103,308017,303621,298422,294715,294003,289683
01000,Alabama,2011,        State government,102977,102402,103356,104374,105190,105610,106142,104855,103682,102664,102086,101737,99415,95214,92301,93234,93506
01000,Alabama,2012,        Local government,213178,213304,212953,213396,216811,218697,220121,217184,213808,210434,208017,206280,204206,203208,202414,200769,196177
02000,Alaska,10,Total employment,465130,461701,459331,450594,444061,443652,444239,440243,431661,422749,414956,405996,402575,394801,390155,382127,383301
02000,Alaska,20,  Wage and salary employment,367291,366451,365191,358857,352718,351916,352040,347801,343478,335952,330154,323957,319676,313491,307474,299907,298940
02000,Alaska,40,  Proprietors employment,97839,95250,94140,91737,91343,91736,92199,92442,88183,86797,84802,82039,82899,81310,82681,82220,84361
02000,Alaska,50,    Farm proprietors employment,651,651,640,631,609,596,588,579,535,540,518,516,530,559,549,546,547
02000,Alaska,60,    Nonfarm proprietors employment,97188,94599,93500,91106,90734,91140,91611,91863,87648,86257,84284,81523,82369,80751,82132,81674,83814
02000,Alaska,70,  Farm employment,1160,1078,1061,1233,1131,1092,934,774,743,746,729,732,743,774,786,897,848
02000,Alaska,80,  Nonfarm employment,463970,460623,458270,449361,442930,442560,443305,439469,430918,422003,414227,405264,401832,394027,389369,381230,382453
02000,Alaska,90,    Private nonfarm employment,358232,353074,349336,340505,334742,334652,337581,334385,326584,320652,313547,304546,301317,296699,292688,286224,286745
02000,Alaska,100,"      Forestry, fishing, and related activities",13007,12120,11402,11510,12092,11631,12257,12037,12344,12516,12263,10848,13414,(D),15001,16019,17609
02000,Alaska,200,"      Mining, quarrying, and oil and gas extraction",22406,21263,21799,18367,17831,17006,17451,15927,13529,11628,10987,11155,11596,(D),11675,10868,12714
02000,Alaska,300,      Utilities,2211,2224,2200,2188,2247,2080,2032,1949,1935,1934,1902,1887,1854,1709,1709,1704,1699
02000,Alaska,400,      Construction,25084,24220,24059,23586,24152,25006,25992,26643,27003,27294,26031,24932,23405,22337,21101,20993,21058
02000,Alaska,500,      Manufacturing,17145,16955,16449,16023,14872,15230,15048,15352,15116,14419,14094,13330,13086,14340,13722,13737,15106
02000,Alaska,510,        Durable goods manufacturing,3744,3829,3715,3428,3348,3657,3578,3534,3234,3203,3015,2892,(D),(D),2916,2927,3127
02000,Alaska,530,        Nondurable goods manufacturing,13401,13126,12734,12595,11524,11573,11470,11818,11882,11216,11079,10438,(D),(D),10806,10810,11979
02000,Alaska,600,      Wholesale trade,7480,7596,7225,7363,7221,7303,7497,7575,7555,7407,7269,7004,7090,7214,7258,7324,7420
02000,Alaska,700,      Retail trade,45135,44157,43932,44165,43669,44622,45299,45773,45417,45465,44447,43490,43102,42360,42593,42404,42987
02000,Alaska,800,      Transportation and warehousing,23642,23485,23825,22929,22457,23162,23972,23741,23010,22510,22326,22102,22344,22525,22237,21407,21670
02000,Alaska,900,      Information,7316,7213,7201,7392,7474,7633,8083,8059,7978,7925,7765,7858,7831,8209,7763,7559,7089
02000,Alaska,1000,      Finance and insurance,11406,11535,11399,11683,11029,11432,11272,10737,10157,10288,10009,9966,9595,9560,11273,11237,11567
02000,Alaska,1100,      Real estate and rental and leasing,15873,15814,15379,15463,15322,14841,14558,14064,14144,13647,12841,12541,11842,12083,11865,10982,11597
02000,Alaska,1200,"      Professional, scientific, and technical services",24953,25122,24782,24376,24093,23762,23652,22795,21677,21267,21111,20230,19626,19479,18450,18079,17228
02000,Alaska,1300,      Management of companies and enterprises,3313,3358,3281,2994,2960,2921,2840,2630,2568,2366,2391,2355,3285,3225,3153,3246,3000
02000,Alaska,1400,      Administrative and support and waste management and remediation services,17758,17543,17199,16714,16629,16991,17216,17002,16293,16009,16041,15792,15536,15429,15444,14780,14309
02000,Alaska,1500,      Educational services,5958,5758,5455,5421,5531,5262,5124,5209,5180,4906,4767,4754,4601,4386,3919,3708,3486
02000,Alaska,1600,      Health care and social assistance,49939,50269,49776,47774,46378,44582,43230,42749,41930,41004,40334,38077,35747,33844,31141,29197,27426
02000,Alaska,1700,"      Arts, entertainment, and recreation",10691,10615,10590,10502,10113,10205,10314,10026,9510,9389,8921,8721,8905,8635,8538,7981,7374
02000,Alaska,1800,      Accommodation and food services,33765,33203,32923,32408,31435,31091,32172,32165,31809,31179,30682,30145,29344,28205,27731,27002,25827
02000,Alaska,1900,      Other services (except public administration),21150,20624,20460,19647,19237,19892,19572,19952,19429,19499,19366,19359,19114,(D),18115,17997,17579
02000,Alaska,2000,    Government and government enterprises,105738,107549,108934,108856,108188,107908,105724,105084,104334,101351,100680,100718,100515,97328,96681,95006,95708
02000,Alaska,2001,"      Federal, civilian",14921,15500,16420,17071,17588,17101,16933,16866,16739,17039,17244,17167,16790,16375,17025,16501,16992
02000,Alaska,2002,      Military,26347,27457,27948,27886,27002,27748,26695,26515,26394,24104,23831,22736,22857,22011,22292,22190,22739
02000,Alaska,2010,      State and local,64470,64592,64566,63899,63598,63059,62096,61703,61201,60208,59605,60815,60868,58942,57364,56315,55977
02000,Alaska,2011,        State government,26684,26397,25782,25492,25355,24909,24616,24363,23893,23518,23256,23615,23921,23082,22275,21724,21746
02000,Alaska,2012,        Local government,37786,38195,38784,38407,38243,38150,37480,37340,37308,36690,36349,37200,36947,35860,35089,34591,34231
04000,Arizona,10,Total employment,3461581,3398932,3322733,3268482,3208325,3264077,3434174,3494178,3401000,3238928,3063915,2934459,2861339,2840781,2808572,2700580,2619485
04000,Arizona,20,  Wage and salary employment,2672673,2619456,2560624,2503192,2476001,2526934,2715448,2780306,2744187,2614649,2483655,2395712,2356712,2352040,2332044,2254939,2178443
04000,Arizona,40,  Proprietors employment,788908,779476,762109,765290,732324,737143,718726,713872,656813,624279,580260,538747,504627,488741,476528,445641,441042
04000,Arizona,50,    Farm proprietors employment,18757,18748,18977,18184,17192,16253,15640,15021,9446,9557,9541,9727,7356,10086,7295,7278,7432
04000,Arizona,60,    Nonfarm proprietors employment,770151,760728,743132,747106,715132,720890,703086,698851,647367,614722,570719,529020,497271,478655,469233,438363,433610
04000,Arizona,70,  Farm employment,31102,32714,31603,29707,28609,28387,27256,28293,22869,23372,22562,22528,19246,22274,19657,19548,20826
04000,Arizona,80,  Nonfarm employment,3430479,3366218,3291130,3238775,3179716,3235690,3406918,3465885,3378131,3215556,3041353,2911931,2842093,2818507,2788915,2681032,2598659
04000,Arizona,90,    Private nonfarm employment,2985670,2921817,2847989,2796925,2730728,2782888,2947745,3015966,2940634,2783296,2615682,2491407,2430712,2421325,2400166,2307687,2234375
04000,Arizona,100,"      Forestry, fishing, and related activities",15492,15325,15317,15733,15598,15074,16417,17431,17332,17053,17857,17413,18620,18088,17628,19317,19710
04000,Arizona,200,"      Mining, quarrying, and oil and gas extraction",23762,23224,22674,17791,18034,16574,19175,16285,13674,11971,11538,11669,11634,12888,12603,14148,16206
04000,Arizona,300,      Utilities,12352,12294,12617,12287,12509,12845,13305,13184,12753,12160,11735,11693,11317,11239,10753,10383,9868
04000,Arizona,400,      Construction,177409,175160,166259,160163,160051,182090,242511,284461,298715,274535,241309,221508,213587,214198,205978,197761,186807
04000,Arizona,500,      Manufacturing,170847,168611,166916,161741,159055,165534,183866,193404,195792,190472,186862,185836,193669,210914,219270,217120,220161
04000,Arizona,510,        Durable goods manufacturing,131530,130737,130261,126493,124786,130477,146915,155268,156926,152294,148750,147338,154780,170200,174649,171377,175042
04000,Arizona,530,        Nondurable goods manufacturing,39317,37874,36655,35248,34269,35057,36951,38136,38866,38178,38112,38498,38889,40714,44621,45743,45119
04000,Arizona,600,      Wholesale trade,107369,111177,110203,109906,108897,113235,120933,122208,117889,111860,106340,102543,103197,105127,104530,100768,98285
04000,Arizona,700,      Retail trade,377982,363762,359248,357832,353667,364832,389308,403700,392062,375638,352957,338410,328814,324514,325967,313069,308817
04000,Arizona,800,      Transportation and warehousing,101125,97763,96281,92606,87682,91074,95497,97655,95183,89674,85535,82401,81498,81295,80344,78876,76643
04000,Arizona,900,      Information,54809,53065,48836,47521,47241,49047,51310,51864,53901,54686,56681,57921,58945,62299,61627,55465,51697
04000,Arizona,1000,      Finance and insurance,216841,212731,205210,204257,192286,198846,191054,188282,178283,171299,162832,158038,153281,151154,149527,145090,144054
04000,Arizona,1100,      Real estate and rental and leasing,221120,219694,217694,223041,216942,216401,221073,225252,215164,199149,174883,154878,143873,138630,133814,121047,126503
04000,Arizona,1200,"      Professional, scientific, and technical services",216827,212609,206903,207246,205462,207543,218054,218230,206142,192337,183613,170882,165653,166130,159862,150860,141742
04000,Arizona,1300,      Management of companies and enterprises,34839,33719,31339,29653,29965,31475,32338,29700,28057,25714,24456,22557,23014,22669,21719,20276,18829
04000,Arizona,1400,      Administrative and support and waste management and remediation services,285219,278819,264182,256640,251127,253265,279164,293564,288471,270539,250071,237761,231762,234265,241291,224769,201937
04000,Arizona,1500,      Educational services,73887,72011,72111,69042,67441,62106,58909,55441,54391,50203,45162,40939,37196,32121,28761,26463,25102
04000,Arizona,1600,      Health care and social assistance,373099,366171,359174,350105,340514,329042,323260,308724,292238,276489,264216,253502,237817,228350,222823,219647,211379
04000,Arizona,1700,"      Arts, entertainment, and recreation",74922,71690,70676,68244,67079,66812,69929,68579,64170,61022,58697,56211,55607,53903,54752,51029,47057
04000,Arizona,1800,      Accommodation and food services,264398,256406,247565,242784,235904,238816,250324,253742,249719,238639,226348,217816,214104,213261,209627,204367,199195
04000,Arizona,1900,      Other services (except public administration),183371,177586,174784,170333,161274,168277,171318,174260,166698,159856,154590,149429,147124,140280,139290,137232,130383
04000,Arizona,2000,    Government and government enterprises,444809,444401,443141,441850,448988,452802,459173,449919,437497,432260,425671,420524,411381,397182,388749,373345,364284
04000,Arizona,2001,"      Federal, civilian",54659,55597,56477,57269,60017,56873,54486,52420,52203,51897,51162,50664,48918,47034,48152,46159,44175
04000,Arizona,2002,      Military,32719,33307,33381,34048,34886,34453,33842,33789,33188,34147,34527,34750,33316,33032,33096,32190,32574
04000,Arizona,2010,      State and local,357431,355497,353283,350533,354085,361476,370845,363710,352106,346216,339982,335110,329147,317116,307501,294996,287535
04000,Arizona,2011,        State government,89200,88036,85395,84032,83447,84355,88214,88016,84591,84570,83818,83497,82434,80466,81026,79249,77868
04000,Arizona,2012,        Local government,268231,267461,267888,266501,270638,277121,282631,275694,267515,261646,256164,251613,246713,236650,226475,215747,209667
05000,Arkansas,10,Total employment,1588025,1570635,1567455,1564407,1544100,1549414,1583371,1586378,1569147,1535522,1504596,1482748,1479954,1484324,1483356,1461215,1444314
05000,Arkansas,20,  Wage and salary employment,1245380,1232039,1230546,1225681,1221252,1226505,1262593,1261861,1259396,1234346,1217038,1203002,1203626,1207936,1210817,1194966,1175697
05000,Arkansas,40,  Proprietors employment,342645,338596,336909,338726,322848,322909,320778,324517,309751,301176,287558,279746,276328,276388,272539,266249,268617
05000,Arkansas,50,    Farm proprietors employment,40116,40643,40690,41670,42259,42629,43258,43801,41518,42861,43420,44406,45977,49368,49482,49793,50982
05000,Arkansas,60,    Nonfarm proprietors employment,302529,297953,296219,297056,280589,280280,277520,280716,268233,258315,244138,235340,230351,227020,223057,216456,217635
05000,Arkansas,70,  Farm employment,51421,51825,49696,53691,55128,55000,55605,54346,53754,53795,55141,57569,58945,62771,63839,64189,65270
05000,Arkansas,80,  Nonfarm employment,1536604,1518810,1517759,1510716,1488972,1494414,1527766,1532032,1515393,1481727,1449455,1425179,1421009,1421553,1419517,1397026,1379044
05000,Arkansas,90,    Private nonfarm employment,1304613,1284890,1282207,1276072,1252104,1258236,1294973,1302169,1286786,1258815,1231781,1210591,1209913,1212177,1213209,1193414,1177830
05000,Arkansas,100,"      Forestry, fishing, and related activities",14725,14449,14508,13894,13936,13927,14299,14308,14271,14728,14815,14201,15705,15127,15551,16436,16713
05000,Arkansas,200,"      Mining, quarrying, and oil and gas extraction",18132,18165,18676,15852,16772,14779,14817,11273,8750,7392,6941,7110,6386,7027,6120,6357,6640
05000,Arkansas,300,      Utilities,8138,8301,7913,7389,7574,7290,7318,7253,7061,6814,6706,6879,6931,7025,6975,7060,7153
05000,Arkansas,400,      Construction,84507,83259,85500,85637,86741,93127,99203,102133,103192,99787,92631,89841,91141,91370,89288,87293,85435
05000,Arkansas,500,      Manufacturing,159176,157643,159534,162500,162805,166782,186189,193773,203117,205232,207931,210038,218285,231375,240249,241152,243368
05000,Arkansas,510,        Durable goods manufacturing,79901,78846,79910,81057,80102,82660,97742,103396,109661,109861,110929,112420,117991,127283,134397,133841,134980
05000,Arkansas,530,        Nondurable goods manufacturing,79275,78797,79624,81443,82703,84122,88447,90377,93456,95371,97002,97618,100294,104092,105852,107311,108388
05000,Arkansas,600,      Wholesale trade,50737,50536,51382,50979,50228,50913,52787,52834,52430,51821,49895,48274,48524,49915,50231,49422,49167
05000,Arkansas,700,      Retail trade,167213,163727,162541,162151,158592,160450,164217,167310,166027,164560,163113,161288,162440,162782,164736,163259,163753
05000,Arkansas,800,      Transportation and warehousing,67832,66419,67083,66493,64631,66398,72336,76251,75396,73768,71985,72516,73289,70984,69751,68670,68397
05000,Arkansas,900,      Information,18081,18560,18470,19247,19446,20235,21642,22722,22857,22997,23002,22892,22419,23668,23147,21593,21556
05000,Arkansas,1000,      Finance and insurance,58447,58609,57965,59388,55730,57117,55539,54286,51579,49974,49407,49259,48889,47900,47841,46788,46104
05000,Arkansas,1100,      Real estate and rental and leasing,51829,51875,51803,52141,51644,50410,51032,50978,47778,45240,40923,37253,36077,36397,36433,33792,35672
05000,Arkansas,1200,"      Professional, scientific, and technical services",63535,62517,61138,61889,60762,60059,61424,61380,58294,56125,54099,51463,49467,48902,46800,45179,42727
05000,Arkansas,1300,      Management of companies and enterprises,33508,32478,32013,27946,27831,28225,27184,25603,24785,24110,23171,21921,22164,22588,21468,20900,20156
05000,Arkansas,1400,      Administrative and support and waste management and remediation services,89342,85754,83058,85056,81006,77599,79482,80601,78563,75336,73649,71584,69515,69031,70123,66167,61447
05000,Arkansas,1500,      Educational services,22280,21642,20837,20818,20528,19386,18498,18136,17631,16311,15597,15370,14904,13337,12826,12387,11665
05000,Arkansas,1600,      Health care and social assistance,179811,178962,179062,175586,172891,169555,165289,159998,154643,150052,146073,143149,138636,134208,134826,131426,128487
05000,Arkansas,1700,"      Arts, entertainment, and recreation",20782,20118,19703,19329,18770,18579,18713,18138,17267,16754,16147,15857,15613,15434,15441,15033,14123
05000,Arkansas,1800,      Accommodation and food services,104773,102437,100365,98547,96139,97179,98076,96691,94879,91163,88228,85557,84602,83650,81387,79467,77799
05000,Arkansas,1900,      Other services (except public administration),91765,89439,90656,91230,86078,86226,86928,88501,88266,86651,87468,86139,84926,81457,80016,81033,77468
05000,Arkansas,2000,    Government and government enterprises,231991,233920,235552,234644,236868,236178,232793,229863,228607,222912,217674,214588,211096,209376,206308,203612,201214
05000,Arkansas,2001,"      Federal, civilian",20202,20434,20675,21101,22916,21835,21304,20935,20926,20931,20885,21115,20934,20558,22257,20412,20697
05000,Arkansas,2002,      Military,18073,18718,18168,17936,18101,19011,18741,20610,20866,20925,18731,19178,18855,18920,18658,18930,19176
05000,Arkansas,2010,      State and local,193716,194768,196709,195607,195851,195332,192748,188318,186815,181056,178058,174295,171307,169898,165393,164270,161341
05000,Arkansas,2011,        State government,83135,83190,83963,82086,81412,81470,78741,75068,74761,71132,70124,67801,66618,66450,64223,64494,62981
05000,Arkansas,2012,        Local government,110581,111578,112746,113521,114439,113862,114007,113250,112054,109924,107934,106494,104689,103448,101170,99776,98360
06000,California,10,Total employment,22040057,21496020,20850443,20172087,19803742,20038208,20818920,21040405,20644868,20255748,19876899,19573490,19437490,19411367,19280922,18888132,18450214
06000,California,20,  Wage and salary employment,16688639,16209759,15726659,15109943,14958113,15215311,16094500,16275235,16140320,15890483,15700214,15599828,15643112,15711109,15621983,15179482,14746957
06000,California,40,  Proprietors employment,5351418,5286261,5123784,5062144,4845629,4822897,4724420,4765170,4504548,4365265,4176685,3973662,3794378,3700258,3658939,3708650,3703257
06000,California,50,    Farm proprietors employment,63251,64457,64125,64615,65372,65844,66821,67902,63912,65734,66790,69670,76768,81105,88324,88329,89428
06000,California,60,    Nonfarm proprietors employment,5288167,5221804,5059659,4997529,4780257,4757053,4657599,4697268,4440636,4299531,4109895,3903992,3717610,3619153,3570615,3620321,3613829
06000,California,70,  Farm employment,243247,230339,222915,228092,232545,226901,222628,235574,222890,244144,277367,310619,316876,289195,326684,360766,335569
06000,California,80,  Nonfarm employment,21796810,21265681,20627528,19943995,19571197,19811307,20596292,20804831,20421978,20011604,19599532,19262871,19120614,19122172,18954238,18527366,18114645
06000,California,90,    Private nonfarm employment,19180182,18676835,18036256,17327784,16893112,17080673,17838726,18087903,17749379,17361023,16947023,16583847,16431704,16508016,16395031,16048411,15705633
06000,California,100,"      Forestry, fishing, and related activities",239317,234875,224283,216425,213078,203916,213915,208799,200172,198930,188537,188642,188165,190088,200177,202693,205453
06000,California,200,"      Mining, quarrying, and oil and gas extraction",74205,70289,69165,54955,60508,52571,54556,44849,40463,36535,34725,35797,33355,38070,35580,37062,40264
06000,California,300,      Utilities,60497,61307,61631,60234,59394,62187,61741,60290,58188,57731,57711,57001,56374,56349,57814,58929,59528
06000,California,400,      Construction,1009359,967106,910170,870089,867821,953232,1129064,1248774,1288556,1250501,1168899,1089235,1053133,1063005,995954,962387,901676
06000,California,500,      Manufacturing,1386726,1357683,1346373,1335897,1323014,1376597,1503571,1547902,1576735,1582917,1601699,1615308,1720698,1868376,1922832,1904859,1946179
06000,California,510,        Durable goods manufacturing,852397,835143,831032,827883,815572,850889,943599,972672,1001277,1006628,1009365,1021001,1099307,1213862,1246973,1225864,1255477
06000,California,530,        Nondurable goods manufacturing,534329,522540,515341,508014,507442,525708,559972,575230,575458,576289,592334,594307,621391,654514,675859,678995,690702
06000,California,600,      Wholesale trade,797591,784407,760934,746526,724871,732831,791194,804519,789115,762394,735562,721555,721672,728229,718861,704558,692226
06000,California,700,      Retail trade,2037193,2001006,1953552,1924630,1881573,1920703,2044510,2115138,2098598,2074895,2022284,1996487,1969456,1954160,1949202,1924147,1940644
06000,California,800,      Transportation and warehousing,668898,641042,611761,585522,569185,580729,609824,619559,595590,583580,564509,554802,561352,575725,568551,553836,552390
06000,California,900,      Information,549517,535261,518384,516892,508714,516054,548416,558746,554533,558749,562258,549005,565127,629498,606339,552077,532692
06000,California,1000,      Finance and insurance,1018599,1024529,1020205,1023358,962675,1015633,979254,973892,945543,938936,908490,895310,870331,856686,860018,858209,870209
06000,California,1100,      Real estate and rental and leasing,1245909,1235793,1207922,1216287,1175798,1143072,1155318,1192264,1176194,1115694,1015931,934405,858061,825776,808355,755940,802538
06000,California,1200,"      Professional, scientific, and technical services",1894820,1854143,1798286,1742522,1704039,1702816,1782579,1756506,1656650,1595845,1563208,1516071,1501801,1529401,1488242,1451955,1333032
06000,California,1300,      Management of companies and enterprises,243062,234637,219124,214031,208248,214729,223249,217505,223623,233160,242629,264953,283432,297056,335603,334795,322863
06000,California,1400,      Administrative and support and waste management and remediation services,1456983,1404979,1338444,1277776,1248950,1225032,1305047,1353911,1338307,1287820,1276716,1251940,1235926,1232861,1258141,1222888,1174991
06000,California,1500,      Educational services,497758,484341,465196,445702,439408,430002,413523,400488,397011,381553,370351,358297,347619,322246,298706,292877,282648
06000,California,1600,      Health care and social assistance,2418291,2351578,2217164,1897240,1865406,1830411,1802158,1761525,1682275,1641998,1631906,1614370,1564865,1512057,1502755,1475098,1408193
06000,California,1700,"      Arts, entertainment, and recreation",603203,587562,572278,552042,539024,529319,540704,531449,507750,494812,486690,477445,472483,458087,471573,454018,414312
06000,California,1800,      Accommodation and food services,1601752,1529345,1455456,1410521,1371093,1375892,1435004,1425448,1390708,1347468,1313597,1282873,1257414,1247563,1197878,1166411,1134601
06000,California,1900,      Other services (except public administration),1376502,1316952,1285928,1237135,1170313,1214947,1245099,1266339,1229368,1217505,1201321,1180351,1170440,1122783,1118450,1135672,1091194
06000,California,2000,    Government and government enterprises,2616628,2588846,2591272,2616211,2678085,2730634,2757566,2716928,2672599,2650581,2652509,2679024,2688910,2614156,2559207,2478955,2409012
06000,California,2001,"      Federal, civilian",243381,246629,251499,255710,269052,253732,248580,246582,247815,250886,251560,256652,253357,246317,268430,263867,269667
06000,California,2002,      Military,208077,213744,216386,218883,223833,224561,223457,217925,221359,223452,233115,235850,230271,225231,223292,223284,228238
06000,California,2010,      State and local,2165170,2128473,2123387,2141618,2185200,2252341,2285529,2252421,2203425,2176243,2167834,2186522,2205282,2142608,2067485,1991804,1911107
06000,California,2011,        State government,503406,494794,491120,494167,496184,502447,500896,491467,476567,465638,471592,478441,478492,466533,451323,440217,423734
06000,California,2012,        Local government,1661764,1633679,1632267,1647451,1689016,1749894,1784633,1760954,1726858,1710605,1696242,1708081,1726790,1676075,1616162,1551587,1487373
08000,Colorado,10,Total employment,3452307,3353830,3260210,3203580,3142160,3171779,3255874,3220435,3112200,3040896,2964448,2914219,2922561,2949392,2924168,2811556,2734774
08000,Colorado,20,  Wage and salary employment,2596484,2509143,2438809,2387218,2349153,2378317,2482214,2454794,2404895,2351292,2301880,2277327,2305927,2346994,2331747,2247839,2172785
08000,Colorado,40,  Proprietors employment,855823,844687,821401,816362,793007,793462,773660,765641,707305,689604,662568,636892,616634,602398,592421,563717,561989
08000,Colorado,50,    Farm proprietors employment,31528,32053,32133,32842,32509,32193,32689,33143,27899,28483,29148,30471,31826,30873,29601,28911,29586
08000,Colorado,60,    Nonfarm proprietors employment,824295,812634,789268,783520,760498,761269,740971,732498,679406,661121,633420,606421,584808,571525,562820,534806,532403
08000,Colorado,70,  Farm employment,43488,44816,44090,44719,45101,44244,45177,45046,41867,42610,43337,45904,44775,46541,45004,43848,44226
08000,Colorado,80,  Nonfarm employment,3408819,3309014,3216120,3158861,3097059,3127535,3210697,3175389,3070333,2998286,2921111,2868315,2877786,2902851,2879164,2767708,2690548
08000,Colorado,90,    Private nonfarm employment,2937446,2843653,2759277,2703447,2642437,2679970,2773316,2751837,2653417,2585463,2515289,2462258,2473437,2512185,2494539,2392726,2321316
08000,Colorado,100,"      Forestry, fishing, and related activities",12410,12306,12098,11784,11781,11626,10994,10377,9551,9475,9226,8822,9584,8555,8707,9445,9535
08000,Colorado,200,"      Mining, quarrying, and oil and gas extraction",69000,63186,60577,48485,49007,43647,48345,39379,32685,27470,24263,24493,21924,22946,21003,22001,23105
08000,Colorado,300,      Utilities,8706,8345,8509,8589,8744,8873,8889,8523,8550,8366,8270,8186,8386,8355,8499,8892,9125
08000,Colorado,400,      Construction,219108,202941,186679,182129,185757,207727,241464,250657,248175,238627,224802,220260,228045,237389,230157,212129,196353
